"","All.obs","GIG","MarineRegion","Cat","physChemCatCW","physChemCatTW","ICcode.TRAC","ICcodeTW","ICtypeTW","ICcodeCW","ICtypeCW","Country","RBD","NatType","physChemQECode","physChemQE","physChemText","Note1_PhysChemText","physChemGMBoundary","SumMetric","Note2_Season","ValueStd","ValueUpStd","UnitUsed","Note3_stdUnits","RangeRep","ReasonRange","SalinityRange","Salinity1","Salinity2","DepthZone","Comment","cfMS","Ver","Ver.r"
"502",11152,"NEA","Celtic Seas","CW","YES","NO","CW-NEA1/26",NA,"TW-NEA11 - North East Atlantic, transitional waters","CW-NEA1/26","CW-NEA1/26 - North East Atlantic, open oceanic or enclosed seas, exposed or sheltered, euhaline, shallow (< 30 m), microtidal or mesotidal, fully mixed or partly stratified","UK","UK10","VTURT",21,"QE3-1-6-4 EEA_3161-05-5 Total inorganic nitrogen","Total Inorganic N",NA,"Yes","99th percentile",NA,3.782,NA,"mgN/L","We standardised your Value using a factor of 0.014007 to convert from units of   umol/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"503",11153,"NEA","Celtic Seas","CW","YES","NO","CW-NEA1/26",NA,"TW-NEA11 - North East Atlantic, transitional waters","CW-NEA1/26","CW-NEA1/26 - North East Atlantic, open oceanic or enclosed seas, exposed or sheltered, euhaline, shallow (< 30 m), microtidal or mesotidal, fully mixed or partly stratified","UK","UK11","SAL<35CT",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","5th percentile",NA,4.16,4.86,"mg/L",NA,TRUE,"salinity range","5 - (0.028*salinity)",30,5,NA,"adjust to salinity",NA,"Ver7e_revised","ver3 final"
"504",11154,"NEA","Celtic Seas","CW","YES","NO","CW-NEA1/26",NA,"TW-NEA11 - North East Atlantic, transitional waters","CW-NEA1/26","CW-NEA1/26 - North East Atlantic, open oceanic or enclosed seas, exposed or sheltered, euhaline, shallow (< 30 m), microtidal or mesotidal, fully mixed or partly stratified","UK","UK11","SAL=35CT",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","5th percentile",NA,4,NA,"mg/L",NA,FALSE,NA,NA,35,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"505",11155,"NEA","Celtic Seas","CW","YES","NO","CW-NEA1/26",NA,"TW-NEA11 - North East Atlantic, transitional waters","CW-NEA1/26","CW-NEA1/26 - North East Atlantic, open oceanic or enclosed seas, exposed or sheltered, euhaline, shallow (< 30 m), microtidal or mesotidal, fully mixed or partly stratified","UK","UK11","ITURC",21,"QE3-1-6-4 EEA_3161-05-5 Total inorganic nitrogen","Total Inorganic N",NA,"Yes","99th percentile",NA,0.98,NA,"mgN/L","We standardised your Value using a factor of 0.014007 to convert from units of   umol/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"506",11156,"NEA","Celtic Seas","CW","YES","NO","CW-NEA1/26",NA,"TW-NEA11 - North East Atlantic, transitional waters","CW-NEA1/26","CW-NEA1/26 - North East Atlantic, open oceanic or enclosed seas, exposed or sheltered, euhaline, shallow (< 30 m), microtidal or mesotidal, fully mixed or partly stratified","UK","UK11","ITURT",21,"QE3-1-6-4 EEA_3161-05-5 Total inorganic nitrogen","Total Inorganic N",NA,"Yes","99th percentile",NA,0.98,NA,"mgN/L","We standardised your Value using a factor of 0.014007 to convert from units of   umol/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"507",11157,"NEA","Celtic Seas","CW","YES","NO","CW-NEA1/26",NA,"TW-NEA11 - North East Atlantic, transitional waters","CW-NEA1/26","CW-NEA1/26 - North East Atlantic, open oceanic or enclosed seas, exposed or sheltered, euhaline, shallow (< 30 m), microtidal or mesotidal, fully mixed or partly stratified","UK","UK11","TURC",21,"QE3-1-6-4 EEA_3161-05-5 Total inorganic nitrogen","Total Inorganic N",NA,"Yes","99th percentile",NA,2.521,NA,"mgN/L","We standardised your Value using a factor of 0.014007 to convert from units of   umol/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"508",11158,"NEA","Celtic Seas","CW","YES","NO","CW-NEA1/26",NA,"TW-NEA11 - North East Atlantic, transitional waters","CW-NEA1/26","CW-NEA1/26 - North East Atlantic, open oceanic or enclosed seas, exposed or sheltered, euhaline, shallow (< 30 m), microtidal or mesotidal, fully mixed or partly stratified","UK","UK11","TURT",21,"QE3-1-6-4 EEA_3161-05-5 Total inorganic nitrogen","Total Inorganic N",NA,"Yes","99th percentile",NA,2.521,NA,"mgN/L","We standardised your Value using a factor of 0.014007 to convert from units of   umol/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"509",11159,"NEA","Celtic Seas","CW","YES","NO","CW-NEA1/26",NA,"TW-NEA11 - North East Atlantic, transitional waters","CW-NEA1/26","CW-NEA1/26 - North East Atlantic, open oceanic or enclosed seas, exposed or sheltered, euhaline, shallow (< 30 m), microtidal or mesotidal, fully mixed or partly stratified","UK","UK11","VTURC",21,"QE3-1-6-4 EEA_3161-05-5 Total inorganic nitrogen","Total Inorganic N",NA,"Yes","99th percentile",NA,3.782,NA,"mgN/L","We standardised your Value using a factor of 0.014007 to convert from units of   umol/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"510",11160,"NEA","Celtic Seas","CW","YES","NO","CW-NEA1/26",NA,"TW-NEA11 - North East Atlantic, transitional waters","CW-NEA1/26","CW-NEA1/26 - North East Atlantic, open oceanic or enclosed seas, exposed or sheltered, euhaline, shallow (< 30 m), microtidal or mesotidal, fully mixed or partly stratified","UK","UK11","VTURT",21,"QE3-1-6-4 EEA_3161-05-5 Total inorganic nitrogen","Total Inorganic N",NA,"Yes","99th percentile",NA,3.782,NA,"mgN/L","We standardised your Value using a factor of 0.014007 to convert from units of   umol/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"511",11161,"NEA","Greater North Sea","CW","YES","NO","CW-NEA1/26",NA,"TW-NEA11 - North East Atlantic, transitional waters","CW-NEA1/26","CW-NEA1/26 - North East Atlantic, open oceanic or enclosed seas, exposed or sheltered, euhaline, shallow (< 30 m), microtidal or mesotidal, fully mixed or partly stratified","UK","UK03","SAL=35CT",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","5th percentile",NA,4,NA,"mg/L",NA,FALSE,NA,NA,35,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"512",11162,"NEA","Greater North Sea","CW","YES","NO","CW-NEA1/26",NA,"TW-NEA11 - North East Atlantic, transitional waters","CW-NEA1/26","CW-NEA1/26 - North East Atlantic, open oceanic or enclosed seas, exposed or sheltered, euhaline, shallow (< 30 m), microtidal or mesotidal, fully mixed or partly stratified","UK","UK03","SAL<35CT",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","5th percentile",NA,4.16,4.86,"mg/L",NA,TRUE,"salinity range","5 - (0.028*salinity)",30,5,NA,"adjust to salinity",NA,"Ver7e_revised","ver3 final"
"513",11163,"NEA","Greater North Sea","CW","YES","NO","CW-NEA1/26",NA,"TW-NEA11 - North East Atlantic, transitional waters","CW-NEA1/26","CW-NEA1/26 - North East Atlantic, open oceanic or enclosed seas, exposed or sheltered, euhaline, shallow (< 30 m), microtidal or mesotidal, fully mixed or partly stratified","UK","UK03","ITURT",21,"QE3-1-6-4 EEA_3161-05-5 Total inorganic nitrogen","Total Inorganic N",NA,"Yes","99th percentile",NA,0.98,NA,"mgN/L","We standardised your Value using a factor of 0.014007 to convert from units of   umol/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"514",11164,"NEA","Greater North Sea","CW","YES","NO","CW-NEA1/26",NA,"TW-NEA11 - North East Atlantic, transitional waters","CW-NEA1/26","CW-NEA1/26 - North East Atlantic, open oceanic or enclosed seas, exposed or sheltered, euhaline, shallow (< 30 m), microtidal or mesotidal, fully mixed or partly stratified","UK","UK03","TURT",21,"QE3-1-6-4 EEA_3161-05-5 Total inorganic nitrogen","Total Inorganic N",NA,"Yes","99th percentile",NA,2.521,NA,"mgN/L","We standardised your Value using a factor of 0.014007 to convert from units of   umol/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"515",11165,"NEA","Greater North Sea","CW","YES","NO","CW-NEA1/26",NA,"TW-NEA11 - North East Atlantic, transitional waters","CW-NEA1/26","CW-NEA1/26 - North East Atlantic, open oceanic or enclosed seas, exposed or sheltered, euhaline, shallow (< 30 m), microtidal or mesotidal, fully mixed or partly stratified","UK","UK03","VTURT",21,"QE3-1-6-4 EEA_3161-05-5 Total inorganic nitrogen","Total Inorganic N",NA,"Yes","99th percentile",NA,3.782,NA,"mgN/L","We standardised your Value using a factor of 0.014007 to convert from units of   umol/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"516",11166,"NEA","Bay of Biscay and Iberian coast","CW","YES","NO","inapplicable",NA,"inapplicable","inapplicable","inapplicable","PT","A-T-P/P","PTRH9",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"No","95th percentile",NA,4,35,"m",NA,TRUE,"subType",NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"517",11169,"NEA","Bay of Biscay and Iberian coast","CW","YES","NO","inapplicable",NA,"inapplicable","inapplicable","inapplicable","PT","A-T-P/P","PTRH9",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"No","95th percentile",NA,0.452,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg{NO3}/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"518",11170,"NEA","Bay of Biscay and Iberian coast","CW","YES","NO","inapplicable",NA,"inapplicable","inapplicable","inapplicable","PT","A-T-P/P","PTRH9",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"No","95th percentile",NA,70,NA,"ÂµgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg{P}/L",FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"519",11228,"BAL","Baltic Sea","CW","YES","NO","CW-BC3",NA,NA,"CW-BC3",NA,"EE","I","EE2",NA,NA,"Dissolved oxygen",NA,NA,"Median",NA,NA,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,NA,"missing value","Ver7e_revised","ver3 final"
"520",11229,"BAL","Baltic Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"EE","II","EE1",NA,NA,"Dissolved oxygen",NA,NA,"Median",NA,NA,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,NA,"missing value","Ver7e_revised","ver3 final"
"521",11230,"BAL","Baltic Sea","CW","YES","NO","CW-BC3",NA,NA,"CW-BC3",NA,"EE","III","EE1",NA,NA,"Dissolved oxygen",NA,NA,"Median",NA,NA,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,NA,"missing value","Ver7e_revised","ver3 final"
"522",11231,"BAL","Baltic Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"EE","IV","EE1",NA,NA,"Dissolved oxygen",NA,NA,"Median",NA,NA,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,NA,"missing value","Ver7e_revised","ver3 final"
"523",11232,"BAL","Baltic Sea","CW","YES","NO","CW-BC3",NA,NA,"CW-BC3",NA,"EE","I","EE2",NA,NA,"Nitrate as N",NA,NA,"AA-EQS",NA,NA,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,NA,"missing value","Ver7e_revised","ver3 final"
"524",11233,"BAL","Baltic Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"EE","II","EE1",NA,NA,"Nitrate as N",NA,NA,"AA-EQS",NA,NA,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,NA,"missing value","Ver7e_revised","ver3 final"
"525",11234,"BAL","Baltic Sea","CW","YES","NO","CW-BC3",NA,NA,"CW-BC3",NA,"EE","III","EE1",NA,NA,"Nitrate as N",NA,NA,"AA-EQS",NA,NA,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,NA,"missing value","Ver7e_revised","ver3 final"
"526",11235,"BAL","Baltic Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"EE","IV","EE1",NA,NA,"Nitrate as N",NA,NA,"AA-EQS",NA,NA,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,NA,"missing value","Ver7e_revised","ver3 final"
"527",11236,"BAL","Baltic Sea","CW","YES","NO","CW-BC3",NA,NA,"CW-BC3",NA,"EE","I","EE2",NA,NA,"Orthophosphate",NA,NA,"AA-EQS",NA,NA,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,NA,"missing value","Ver7e_revised","ver3 final"
"528",11237,"BAL","Baltic Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"EE","II","EE1",NA,NA,"Orthophosphate",NA,NA,"AA-EQS",NA,NA,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,NA,"missing value","Ver7e_revised","ver3 final"
"529",11238,"BAL","Baltic Sea","CW","YES","NO","CW-BC3",NA,NA,"CW-BC3",NA,"EE","III","EE1",NA,NA,"Orthophosphate",NA,NA,"AA-EQS",NA,NA,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,NA,"missing value","Ver7e_revised","ver3 final"
"530",11239,"BAL","Baltic Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"EE","IV","EE1",NA,NA,"Orthophosphate",NA,NA,"AA-EQS",NA,NA,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,NA,"missing value","Ver7e_revised","ver3 final"
"531",11240,"BAL","Baltic Sea","CW","YES","NO","CW-BC3",NA,NA,"CW-BC3",NA,"EE","I","EE2",NA,NA,"Secchi disk depth",NA,NA,"summer","Annual average of sampling period from june to september",4.2,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"532",11241,"BAL","Baltic Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"EE","II","EE1",NA,NA,"Secchi disk depth",NA,NA,"summer","Annual average of sampling period from june to september",3.7,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"533",11242,"BAL","Baltic Sea","CW","YES","NO","CW-BC3",NA,NA,"CW-BC3",NA,"EE","III","EE1",NA,NA,"Secchi disk depth",NA,NA,"summer","Annual average of sampling period from june to september",5.3,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"534",11243,"BAL","Baltic Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"EE","IV","EE1",NA,NA,"Secchi disk depth",NA,NA,"summer","Annual average of sampling period from june to september",7.4,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,"Ver7e_revised","ver3 final"
"535",11244,"BAL","Baltic Sea","CW","YES","NO","CW-BC3",NA,NA,"CW-BC3",NA,"EE","I","EE2",NA,NA,"TN",NA,NA,"AA-EQS","Annual average of sampling period from june to september",0.3,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,"nutrients usually from 1, 5 and 10 m depth",NA,NA,"Ver7e_revised","ver3 final"
"536",11245,"BAL","Baltic Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"EE","II","EE1",NA,NA,"TN",NA,NA,"AA-EQS","Annual average of sampling period from june to september",0.33,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,"nutrients usually from 1, 5 and 10 m depth",NA,NA,"Ver7e_revised","ver3 final"
"537",11246,"BAL","Baltic Sea","CW","YES","NO","CW-BC3",NA,NA,"CW-BC3",NA,"EE","III","EE1",NA,NA,"TN",NA,NA,"AA-EQS","Annual average of sampling period from june to september",0.25,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,"nutrients usually from 1, 5 and 10 m depth",NA,NA,"Ver7e_revised","ver3 final"
"538",11247,"BAL","Baltic Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"EE","IV","EE1",NA,NA,"TN",NA,NA,"AA-EQS","Annual average of sampling period from june to september",0.24,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,"nutrients usually from 1, 5 and 10 m depth",NA,NA,"Ver7e_revised","ver3 final"
"539",11248,"BAL","Baltic Sea","CW","YES","NO","CW-BC3",NA,NA,"CW-BC3",NA,"EE","I","EE2",NA,NA,"TP",NA,NA,"summer","Annual average of sampling period from june to september",21,NA,"ÂµgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg{P}/L",FALSE,NA,NA,NA,NA,"nutrients usually from 1, 5 and 10 m depth",NA,NA,"Ver7e_revised","ver3 final"
"540",11249,"BAL","Baltic Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"EE","II","EE1",NA,NA,"TP",NA,NA,"summer","Annual average of sampling period from june to september",17,NA,"ÂµgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg{P}/L",FALSE,NA,NA,NA,NA,"nutrients usually from 1, 5 and 10 m depth",NA,NA,"Ver7e_revised","ver3 final"
"541",11250,"BAL","Baltic Sea","CW","YES","NO","CW-BC3",NA,NA,"CW-BC3",NA,"EE","III","EE1",NA,NA,"TP",NA,NA,"summer","Annual average of sampling period from june to september",17,NA,"ÂµgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg{P}/L",FALSE,NA,NA,NA,NA,"nutrients usually from 1, 5 and 10 m depth",NA,NA,"Ver7e_revised","ver3 final"
"542",11251,"BAL","Baltic Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"EE","IV","EE1",NA,NA,"TP",NA,NA,"summer","Annual average of sampling period from june to september",12,NA,"ÂµgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg{P}/L",FALSE,NA,NA,NA,NA,"nutrients usually from 1, 5 and 10 m depth",NA,NA,"Ver7e_revised","ver3 final"
"543",11252,"MED","Western Mediterranean Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"ES","AC-T01","ALL",NA,NA,"Ammonium N","Amonio",NA,"AA-EQS",NA,0.064,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,"Near zone, from 0 to 200 m from the coast",NA,NA,"Ver7e_revised","ver3 final"
"544",11253,"MED","Western Mediterranean Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"ES","AC-T01","ALL",NA,NA,"Ammonium N","Amonio",NA,"AA-EQS",NA,0.032,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,"Medium zone, more than 200 m from the coast",NA,NA,"Ver7e_revised","ver3 final"
"545",11254,"MED","Western Mediterranean Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"ES","AC-T01","ALL",NA,NA,"Nitrite as N","Nitritos",NA,"AA-EQS",NA,0.013,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,"Near zone, from 0 to 200 m from the coast",NA,NA,"Ver7e_revised","ver3 final"
"546",11255,"MED","Western Mediterranean Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"ES","AC-T01","ALL",NA,NA,"Nitrite as N","Nitritos",NA,"AA-EQS",NA,0.006,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,"Medium zone, more than 200 m from the coast",NA,NA,"Ver7e_revised","ver3 final"
"547",11256,"MED","Western Mediterranean Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"ES","AC-T01","ALL",NA,NA,"Nitrate as N","Nitratos",NA,"AA-EQS",NA,0.49,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,"Near zone, from 0 to 200 m from the coast",NA,NA,"Ver7e_revised","ver3 final"
"548",11257,"MED","Western Mediterranean Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"ES","AC-T01","ALL",NA,NA,"Nitrate as N","Nitratos",NA,"AA-EQS",NA,0.196,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,"Medium zone, more than 200 m from the coast",NA,NA,"Ver7e_revised","ver3 final"
"549",11258,"MED","Western Mediterranean Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"ES","AC-T01","ALL",NA,NA,"Orthophosphate","Fosfatos",NA,"AA-EQS",NA,23.547,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,"Near zone, from 0 to 200 m from the coast",NA,NA,"Ver7e_revised","ver3 final"
"550",11259,"MED","Western Mediterranean Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"ES","AC-T01","ALL",NA,NA,"Orthophosphate","Fosfatos",NA,"AA-EQS",NA,11.774,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,"Medium zone, more than 200 m from the coast",NA,NA,"Ver7e_revised","ver3 final"
"551",11260,"MED","Western Mediterranean Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"ES","AC-T02","ALL",NA,NA,"Ammonium N","Amonio",NA,"AA-EQS",NA,0.064,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,"Near zone, from 0 to 200 m from the coast",NA,NA,"Ver7e_revised","ver3 final"
"552",11261,"MED","Western Mediterranean Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"ES","AC-T02","ALL",NA,NA,"Ammonium N","Amonio",NA,"AA-EQS",NA,0.032,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,"Medium zone, more than 200 m from the coast",NA,NA,"Ver7e_revised","ver3 final"
"553",11262,"MED","Western Mediterranean Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"ES","AC-T02","ALL",NA,NA,"Nitrite as N","Nitritos",NA,"AA-EQS",NA,0.013,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,"Near zone, from 0 to 200 m from the coast",NA,NA,"Ver7e_revised","ver3 final"
"554",11263,"MED","Western Mediterranean Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"ES","AC-T02","ALL",NA,NA,"Nitrite as N","Nitritos",NA,"AA-EQS",NA,0.006,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,"Medium zone, more than 200 m from the coast",NA,NA,"Ver7e_revised","ver3 final"
"555",11264,"MED","Western Mediterranean Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"ES","AC-T02","ALL",NA,NA,"Nitrate as N","Nitratos",NA,"AA-EQS",NA,0.49,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,"Near zone, from 0 to 200 m from the coast",NA,NA,"Ver7e_revised","ver3 final"
"556",11265,"MED","Western Mediterranean Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"ES","AC-T02","ALL",NA,NA,"Nitrate as N","Nitratos",NA,"AA-EQS",NA,0.196,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,"Medium zone, more than 200 m from the coast",NA,NA,"Ver7e_revised","ver3 final"
"557",11266,"MED","Western Mediterranean Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"ES","AC-T02","ALL",NA,NA,"Orthophosphate","Fosfatos",NA,"AA-EQS",NA,23.547,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,"Near zone, from 0 to 200 m from the coast",NA,NA,"Ver7e_revised","ver3 final"
"558",11267,"MED","Western Mediterranean Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"ES","AC-T02","ALL",NA,NA,"Orthophosphate","Fosfatos",NA,"AA-EQS",NA,11.774,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,"Medium zone, more than 200 m from the coast",NA,NA,"Ver7e_revised","ver3 final"
"559",11268,"MED","Western Mediterranean Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"ES","AC-T05","ALL",NA,NA,"Ammonium N","Amonio",NA,"AA-EQS",NA,0.064,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,"Near zone, from 0 to 200 m from the coast",NA,NA,"Ver7e_revised","ver3 final"
"560",11269,"MED","Western Mediterranean Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"ES","AC-T05","ALL",NA,NA,"Ammonium N","Amonio",NA,"AA-EQS",NA,0.032,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,"Medium zone, more than 200 m from the coast",NA,NA,"Ver7e_revised","ver3 final"
"561",11270,"MED","Western Mediterranean Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"ES","AC-T05","ALL",NA,NA,"Nitrite as N","Nitritos",NA,"AA-EQS",NA,0.013,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,"Near zone, from 0 to 200 m from the coast",NA,NA,"Ver7e_revised","ver3 final"
"562",11271,"MED","Western Mediterranean Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"ES","AC-T05","ALL",NA,NA,"Nitrite as N","Nitritos",NA,"AA-EQS",NA,0.006,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,"Medium zone, more than 200 m from the coast",NA,NA,"Ver7e_revised","ver3 final"
"563",11272,"MED","Western Mediterranean Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"ES","AC-T05","ALL",NA,NA,"Nitrate as N","Nitratos",NA,"AA-EQS",NA,0.102,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,"Near zone, from 0 to 200 m from the coast",NA,NA,"Ver7e_revised","ver3 final"
"564",11273,"MED","Western Mediterranean Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"ES","AC-T05","ALL",NA,NA,"Nitrate as N","Nitratos",NA,"AA-EQS",NA,0.051,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,"Medium zone, more than 200 m from the coast",NA,NA,"Ver7e_revised","ver3 final"
"565",11274,"MED","Western Mediterranean Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"ES","AC-T05","ALL",NA,NA,"Orthophosphate","Fosfatos",NA,"AA-EQS",NA,23.547,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,"Near zone, from 0 to 200 m from the coast",NA,NA,"Ver7e_revised","ver3 final"
"566",11275,"MED","Western Mediterranean Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"ES","AC-T05","ALL",NA,NA,"Orthophosphate","Fosfatos",NA,"AA-EQS",NA,11.774,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,"Medium zone, more than 200 m from the coast",NA,NA,"Ver7e_revised","ver3 final"
"567",11276,"MED","Western Mediterranean Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"ES","AC-T06","ALL",NA,NA,"Ammonium N","Amonio",NA,"AA-EQS",NA,0.064,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,"Near zone, from 0 to 200 m from the coast",NA,NA,"Ver7e_revised","ver3 final"
"568",11277,"MED","Western Mediterranean Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"ES","AC-T06","ALL",NA,NA,"Ammonium N","Amonio",NA,"AA-EQS",NA,0.032,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,"Medium zone, more than 200 m from the coast",NA,NA,"Ver7e_revised","ver3 final"
"569",11278,"MED","Western Mediterranean Sea","CW","YES","NO","inapplicable",NA,NA,"inapplicable",NA,"ES","AC-T06","ALL",NA,NA,"Nitrite as N","Nitritos",NA,"AA-EQS",NA,0.013,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,"Near zone, from 0 to 200 m from the coast",NA,NA,"Ver7e_revised","ver3 final"
