uniqueID;Source;Category;Country;physChemText;Measurement Type;Period;Method ;National type code;GM_Meth;c.a.;factor;ValueStd.old;ValueUpStd.old;unit_used;GIG
329;ECOSTAT questionnaries;TW;HR;TP;Median;Annual;Photometric & Spectrophotometric determination according to Grasshoff (1976) and Strickland at al. (1985);HR-P2_2;Expert judgment;TPµgl-1;1;27.9;;µgP/L;MED
330;ECOSTAT questionnaries;TW;HR;TP;Median;Annual;Photometric & Spectrophotometric determination according to Grasshoff (1976) and Strickland at al. (1985);HR-P2_2;Expert judgment;TPµgl-1;1;27.9;;µgP/L;MED
331;WFD reporting;TW;HR;% oxygen saturation;Median;Annual;;HR-P1_2 & HR-P1_3;;% oxygen saturation%;1;150;;PC02;MED
332;WFD reporting;TW;HR;% oxygen saturation;Median;Annual;;HR-P2_2 & HR-P2_3;;% oxygen saturation%;1;170;;PC02;MED
333;WFD reporting;TW;HR;% oxygen saturation;Median;Annual;;All;;% oxygen saturation%;1;40;;PC02;MED
334;WFD reporting;TW;HR;Total Inorganic N;Median;Annual;;HR-P1_2 & HR-P1_3;;Total Inorganic Nµmol-1;0.0140067;2.101005;;mgN/L;MED
335;WFD reporting;TW;HR;Total Inorganic N;Median;Annual;;HR-P2_2 & HR-P2_3;;Total Inorganic Nµmol-1;0.0140067;1.7508375;;mgN/L;MED
336;WFD reporting;TW;HR;Total Inorganic N;Median;Annual;;All;;Total Inorganic Nµmol-1;0.0140067;0.280134;;mgN/L;MED
337;WFD reporting;TW;HR;TP;Median;Annual;;HR-P1_2 & HR-P1_3;;TPµgl-1;1;18.5842566;;µgP/L;MED
338;WFD reporting;TW;HR;TP;Median;Annual;;HR-P2_2 & HR-P2_3;;TPµgl-1;1;27.8763849;;µgP/L;MED
339;WFD reporting;TW;HR;Secchi disk depth;Median;Annual;;all;;Secchi disk depthm;1;0;;m;MED
340;ECOSTAT questionnaries;CW;HR;Total Inorganic N;Median;Annual;Photometric & Spectrophotometric determination according to Grasshoff (1976) and Strickland at al. (1985);HR-O3_13;Expert judgment;Total Inorganic Nmgl-1;1;0.21;;mgN/L;MED
341;ECOSTAT questionnaries;CW;HR;Total Inorganic N;Median;Annual;Photometric & Spectrophotometric determination according to Grasshoff (1976) and Strickland at al. (1985);HR-O4_12;Expert judgment;Total Inorganic Nmgl-1;1;0.14;;mgN/L;MED
342;ECOSTAT questionnaries;CW;HR;Total Inorganic N;Median;Annual;Photometric & Spectrophotometric determination according to Grasshoff (1976) and Strickland at al. (1985);HR-O4_13;Expert judgment;Total Inorganic Nmgl-1;1;0.14;;mgN/L;MED
343;ECOSTAT questionnaries;CW;HR;Total Inorganic N;Median;Annual;Photometric & Spectrophotometric determination according to Grasshoff (1976) and Strickland at al. (1985);HR-O4_22;Expert judgment;Total Inorganic Nmgl-1;1;0.14;;mgN/L;MED
344;ECOSTAT questionnaries;CW;HR;Total Inorganic N;Median;Annual;Photometric & Spectrophotometric determination according to Grasshoff (1976) and Strickland at al. (1985);HR-O4_23;Expert judgment;Total Inorganic Nmgl-1;1;0.14;;mgN/L;MED
345;ECOSTAT questionnaries;CW;HR;TP;Median;Annual;Photometric & Spectrophotometric determination according to Grasshoff (1976) and Strickland at al. (1985);HR-O3_13;Expert judgment;TPµgl-1;1;18.6;;µgP/L;MED
346;ECOSTAT questionnaries;CW;HR;TP;Median;Annual;Photometric & Spectrophotometric determination according to Grasshoff (1976) and Strickland at al. (1985);HR-O4_12;Expert judgment;TPµgl-1;1;18.6;;µgP/L;MED
347;ECOSTAT questionnaries;CW;HR;TP;Median;Annual;Photometric & Spectrophotometric determination according to Grasshoff (1976) and Strickland at al. (1985);HR-O4_13;Expert judgment;TPµgl-1;1;18.6;;µgP/L;MED
348;ECOSTAT questionnaries;CW;HR;TP;Median;Annual;Photometric & Spectrophotometric determination according to Grasshoff (1976) and Strickland at al. (1985);HR-O4_22;Expert judgment;TPµgl-1;1;18.6;;µgP/L;MED
349;ECOSTAT questionnaries;CW;HR;TP;Median;Annual;Photometric & Spectrophotometric determination according to Grasshoff (1976) and Strickland at al. (1985);HR-O4_23;Expert judgment;TPµgl-1;1;18.6;;µgP/L;MED
350;WFD reporting;CW;HR;TP;Median;Annual;;All;;TPµgl-1;1;18.5842566;;µgP/L;MED
351;WFD reporting;CW;HR;Total Inorganic N;Median;Annual;;HR-O3_13;;Total Inorganic Nµmol-1;0.0140067;0.2101005;;mgN/L;MED
352;WFD reporting;CW;HR;Total Inorganic N;Median;Annual;;HR-O4_12 & HR-O4_13 & HR-O4_22 & HR-O4_23;;Total Inorganic Nµmol-1;0.0140067;0.140067;;mgN/L;MED
353;WFD reporting;CW;HR;Secchi disk depth;Median;Annual;;All;;Secchi disk depthm;1;5;;m;MED
354;WFD reporting;CW;HR;% oxygen saturation;Median;Annual;;All;;% oxygen saturation%;1;0;;PC02;MED
355;WFD reporting;TW;IE;% oxygen saturation;95th pecentile;;;All;;% oxygen saturation%;1;130;;PC02;NEA
356;WFD reporting;TW;IE;% oxygen saturation;5th percentile;;;All;;% oxygen saturation%;1;70;;PC02;NEA
357;ECOSTAT questionnaries;CW;IE;Total Inorganic N;Median;Winter and summer;Standard Methods;all;Deviation from RC (OSPAR);Total Inorganic Nmgl-1;1;2.6;;mgN/L;NEA
358;ECOSTAT questionnaries;CW;IE;Total Inorganic N;Median;Winter and summer;Standard Methods;all;Deviation from RC (OSPAR);Total Inorganic Nmgl-1;1;0.25;;mgN/L;NEA
359;ECOSTAT questionnaries;TW;IT;Total Inorganic N;mean;Seasonal;"Grasshoff et al., 1999; Cicero e Di Girolamo, 2001; APAT/IRSA-CNR 2003; ISPRA, Manuali e linee Guida 56/2010";"TW-M-AT-1; TW-M-AT-3";Regression;Total Inorganic Nmgl-1;1;0.253;;mgN/L;MED
360;ECOSTAT questionnaries;TW;IT;Total Inorganic N;mean;Seasonal;"Grasshoff et al., 1999; Cicero e Di Girolamo, 2001; APAT/IRSA-CNR 2003; ISPRA, Manuali e linee Guida 56/2010";"TW-M-AT-1; TW-M-AT-2";Regression;Total Inorganic Nmgl-1;1;0.42;;mgN/L;MED
361;WFD reporting;TW;IT;Total Inorganic N;mean;Seasonal;;"TW-M-AT-1; TW-M-AT-2";;Total Inorganic Nmgl-1;1;0.42;;mgN/L;MED
362;WFD reporting;TW;IT;Total Inorganic N;mean;Seasonal;;"TW-M-AT-1; TW-M-AT-2";;Total Inorganic Nmgl-1;1;0.253;;mgN/L;MED
363;ECOSTAT questionnaries;TW;LT;TN;mean;June-september;ISO 11905-1:1997;Northern part of the Curonian Lagoon;Expert judegment;TNmgl-1;1;0.94;1.09;mgN/L;BAL
364;ECOSTAT questionnaries;TW;LT;TN;mean;June-september;ISO 11905-1:1997;Central part of the Curonian Lagoon;Expert judegment;TNmgl-1;1;0.95;1.1;mgN/L;BAL
365;ECOSTAT questionnaries;TW;LT;TN;mean;June-september;ISO 11905-1:1997;Plume of the Curonian lagoon in the Baltic sea;Expert judegment;TNmgl-1;1;0.94;1.23;mgN/L;BAL
366;ECOSTAT questionnaries;TW;LT;TN;mean;June-september;ISO 11905-1:1997;Plume of the Curonian lagoon in the Baltic sea;Expert judegment;TNmgl-1;1;0.43;0.81;mgN/L;BAL
367;ECOSTAT questionnaries;TW;LT;TN;mean;June-september;ISO 11905-1:1997;Plume of the Curonian lagoon in the Baltic sea;Expert judegment;TNmgl-1;1;0.13;0.4;mgN/L;BAL
368;ECOSTAT questionnaries;TW;LT;TP;mean;June-september;ISO 15681-1:2003;Northern part of the Curonian Lagoon;Expert judegment;TPµgl-1;1;60;136;µgP/L;BAL
369;ECOSTAT questionnaries;TW;LT;TP;mean;June-september;ISO 15681-1:2003;Central part of the Curonian Lagoon;Expert judegment;TPµgl-1;1;61;130;µgP/L;BAL
370;ECOSTAT questionnaries;TW;LT;TP;mean;June-september;ISO 15681-1:2003;Plume of the Curonian lagoon in the Baltic sea;Expert judegment;TPµgl-1;1;60;136;µgP/L;BAL
371;ECOSTAT questionnaries;TW;LT;TP;mean;June-september;ISO 15681-1:2003;Plume of the Curonian lagoon in the Baltic sea;Expert judegment;TPµgl-1;1;37;84;µgP/L;BAL
372;ECOSTAT questionnaries;TW;LT;TP;mean;June-september;ISO 15681-1:2003;Plume of the Curonian lagoon in the Baltic sea;Expert judegment;TPµgl-1;1;15;33;µgP/L;BAL
373;WFD reporting;TW;LT;TN;mean;June-september;;Northern part of the Curonian Lagoon;;TNmgl-1;1;0.94;1.08;mgN/L;BAL
374;WFD reporting;TW;LT;TN;mean;June-september;;Central part of the Curonian Lagoon;;TNmgl-1;1;0.95;1.07;mgN/L;BAL
375;WFD reporting;TW;LT;TN;mean;June-september;;Plume of the Curonian lagoon in the Baltic sea;;TNmgl-1;1;0.94;1.08;mgN/L;BAL
376;WFD reporting;TW;LT;TN;mean;June-september;;Plume of the Curonian lagoon in the Baltic sea;;TNmgl-1;1;0.43;0.67;mgN/L;BAL
377;WFD reporting;TW;LT;TN;mean;June-september;;Plume of the Curonian lagoon in the Baltic sea;;TNmgl-1;1;0.13;0.25;mgN/L;BAL
378;WFD reporting;TW;LT;TP;mean;June-september;;Northern part of the Curonian Lagoon;;TPµgl-1;1;0.06;0.08;µgP/L;BAL
379;WFD reporting;TW;LT;TP;mean;June-september;;Central part of the Curonian Lagoon;;TPµgl-1;1;0.061;0.079;µgP/L;BAL
380;WFD reporting;TW;LT;TP;mean;June-september;;Plume of the Curonian lagoon in the Baltic sea;;TPµgl-1;1;0.06;0.08;µgP/L;BAL
381;WFD reporting;TW;LT;TP;mean;June-september;;Plume of the Curonian lagoon in the Baltic sea;;TPµgl-1;1;0.037;0.053;µgP/L;BAL
382;WFD reporting;TW;LT;TP;mean;June-september;;Plume of the Curonian lagoon in the Baltic sea;;TPµgl-1;1;15;26;µgP/L;BAL
383;ECOSTAT questionnaries;CW;LT;TN;mean;June-september;ISO 11905-1:1997;Open Baltic sea sandy coast;Expert judegment;TNmgl-1;1;0.13;0.4;mgN/L;BAL
384;ECOSTAT questionnaries;CW;LT;TN;mean;June-september;ISO 11905-1:1997;Open Baltic sea stony coast (northern coast);Expert judegment;TNmgl-1;1;0.13;0.4;mgN/L;BAL
385;ECOSTAT questionnaries;CW;LT;TP;mean;June-september;ISO 15681-1:2003;Open Baltic sea sandy coast;Expert judegment;TPµgl-1;1;15;33;µgP/L;BAL
386;ECOSTAT questionnaries;CW;LT;TP;mean;June-september;ISO 15681-1:2003;Open Baltic sea stony coast (northern coast);Expert judegment;TPµgl-1;1;15;33;µgP/L;BAL
387;WFD reporting;CW;LT;TP;mean;June-september;ISO 15681-1:2003;Open Baltic sea sandy coast;;TPµgl-1;1;15;26;µgP/L;BAL
388;WFD reporting;CW;LT;TP;mean;June-september;ISO 15681-1:2003;Open Baltic sea stony coast (northern coast);;TPµgl-1;1;15;26;µgP/L;BAL
389;WFD reporting;CW;LT;TN;mean;June-september;ISO 11905-1:1997;Open Baltic sea sandy coast;;TNmgl-1;1;0.13;0.25;mgN/L;BAL
390;WFD reporting;CW;LT;TN;mean;June-september;ISO 11905-1:1997;Open Baltic sea stony coast (northern coast);;TNmgl-1;1;0.13;0.25;mgN/L;BAL
391;WFD reporting;CW;LT;Secchi disk depth;mean;June-september;;Open Baltic sea sandy coast;;Secchi disk depthm;1;5;5.9;m;BAL
392;WFD reporting;CW;LT;Secchi disk depth;mean;June-september;;Open Baltic sea stony coast (northern coast);;Secchi disk depthm;1;5;5.9;m;BAL
393;ECOSTAT questionnaries;TW;ES;Nitrate as N;mean;Annual;Colorimetry;AT-T12;;Nitrate as Nmgl-1;1;2.484867;;mgN/L;NEA
394;ECOSTAT questionnaries;TW;ES;Nitrate as N;mean;Annual;Colorimetry;AT-T13;;Nitrate as Nmgl-1;1;1.67615574;;mgN/L;NEA
395;ECOSTAT questionnaries;TW;ES;TN;mean;Annual;;AT-T14;;TNmgl-1;1;7;;mgN/L;MED
396;ECOSTAT questionnaries;TW;ES;TN;mean;Annual;;AT-T15;;TNmgl-1;1;10;;mgN/L;MED
397;ECOSTAT questionnaries;TW;ES;TN;mean;Annual;;AT-T16;;TNmgl-1;1;10;;mgN/L;MED
398;ECOSTAT questionnaries;TW;ES;TP;mean;Annual;;AT-T14;;TPµgl-1;1;2000;;µgP/L;MED
399;ECOSTAT questionnaries;TW;ES;TP;mean;Annual;;AT-T15;;TPµgl-1;1;1000;;µgP/L;MED
400;ECOSTAT questionnaries;TW;ES;TP;mean;Annual;;AT-T16;;TPµgl-1;1;2000;;µgP/L;MED
401;WFD reporting;TW;ES;Nitrate as N;mean;Annual;;AT-T12;;Nitrate as Nmgl-1;1;2.4849;;mgN/L;NEA
402;WFD reporting;TW;ES;Nitrate as N;mean;Annual;;AT-T13;;Nitrate as Nmgl-1;1;1.676178;;mgN/L;NEA
403;WFD reporting;TW;ES;TN;mean;Annual;;AT-T14;;TNmgl-1;1;7;;mgN/L;NEA
404;WFD reporting;TW;ES;TP;mean;Annual;;AT-T14;;TPµgl-1;1;2000;;µgP/L;MED
405;WFD reporting;TW;ES;TN;mean;Annual;;AT-T15;;TNmgl-1;1;10;;mgN/L;MED
406;WFD reporting;TW;ES;TP;mean;Annual;;AT-T15;;TPµgl-1;1;1000;;µgP/L;MED
407;WFD reporting;TW;ES;TN;mean;Annual;;AT-T16;;TNmgl-1;1;10;;mgN/L;MED
408;WFD reporting;TW;ES;TP;mean;Annual;;AT-T16;;TPµgl-1;1;2000;;µgP/L;MED
409;ECOSTAT questionnaries;CW;ES;Nitrate as N;mean;Annual;;AC-T01;;Nitrate as Nmgl-1;1;0.196;2.171;mgN/L;MED
410;ECOSTAT questionnaries;CW;ES;Nitrate as N;mean;Annual;;AC-T02;;Nitrate as Nmgl-1;1;0.196;0.49;mgN/L;MED
411;ECOSTAT questionnaries;CW;ES;Nitrate as N;mean;Annual;;AC-T05;;Nitrate as Nmgl-1;1;0.051;0.102;mgN/L;MED
412;ECOSTAT questionnaries;CW;ES;Nitrate as N;mean;Annual;;AC-T06;;Nitrate as Nmgl-1;1;0.051;0.102;mgN/L;MED
413;ECOSTAT questionnaries;CW;ES;Nitrate as N;mean;Annual;;AC-T10;;Nitrate as Nmgl-1;1;0.108;;mgN/L;MED
414;ECOSTAT questionnaries;CW;ES;Nitrate as N;mean;Annual;;AC-T11;;Nitrate as Nmgl-1;1;0.09;0.181;mgN/L;MED
415;ECOSTAT questionnaries;CW;ES;Nitrate as N;mean;Annual;;AC-T13;;Nitrate as Nmgl-1;1;0.086;;mgN/L;NEA
416;ECOSTAT questionnaries;CW;ES;Nitrate as N;mean;Annual;;AC-T19;;Nitrate as Nmgl-1;1;0.047;;mgN/L;NEA
417;ECOSTAT questionnaries;CW;ES;Nitrate as N;mean;Annual;;AC-T20;;Nitrate as Nmgl-1;1;0.085;;mgN/L;NEA
418;ECOSTAT questionnaries;CW;ES;Nitrate as N;mean;Annual;;AC-T21;;Nitrate as Nmgl-1;1;0.051;0.102;mgN/L;MED
419;ECOSTAT questionnaries;CW;ES;Nitrate as N;mean;Annual;;AC-T22;;Nitrate as Nmgl-1;1;0.014006779;;mgN/L;MED
420;ECOSTAT questionnaries;CW;ES;Nitrate as N;mean;Annual;;AC-T23;;Nitrate as Nmgl-1;1;0.014006779;;mgN/L;MED
421;ECOSTAT questionnaries;CW;ES;Nitrate as N;mean;Annual;;AC-T24;;Nitrate as Nmgl-1;1;0.014006779;;mgN/L;MED
422;WFD reporting;CW;ES;Nitrate as N;mean;Annual;;AC-T01;;Nitrate as Nmgl-1;1;0.490203;;mgN/L;MED
423;WFD reporting;CW;ES;Nitrate as N;mean;Annual;;AC-T01;;Nitrate as Nmgl-1;1;0.1960812;;mgN/L;MED
424;WFD reporting;CW;ES;Nitrate as N;mean;Annual;;AC-T02;;Nitrate as Nmgl-1;1;0.490203;;mgN/L;MED
425;WFD reporting;CW;ES;Nitrate as N;mean;Annual;;AC-T02;;Nitrate as Nmgl-1;1;0.1960812;;mgN/L;MED
426;WFD reporting;CW;ES;Nitrate as N;mean;Annual;;AC-T05;;Nitrate as Nmgl-1;1;0.10224234;;mgN/L;MED
427;WFD reporting;CW;ES;Nitrate as N;mean;Annual;;AC-T05;;Nitrate as Nmgl-1;1;0.05112117;;mgN/L;MED
428;WFD reporting;CW;ES;Nitrate as N;mean;Annual;;AC-T06;;Nitrate as Nmgl-1;1;0.10224234;;mgN/L;MED
429;WFD reporting;CW;ES;Nitrate as N;mean;Annual;;AC-T06;;Nitrate as Nmgl-1;1;0.05112117;;mgN/L;MED
430;WFD reporting;CW;ES;Nitrate as N;mean;Annual;;AC-T10;;Nitrate as Nmgl-1;1;0.108404892;;mgN/L;MED
431;WFD reporting;CW;ES;Nitrate as N;mean;Annual;;AC-T11;;Nitrate as Nmgl-1;1;0.18067482;;mgN/L;MED
432;WFD reporting;CW;ES;Nitrate as N;mean;Annual;;AC-T11;;Nitrate as Nmgl-1;1;0.09033741;;mgN/L;MED
433;WFD reporting;CW;ES;Nitrate as N;mean;Annual;;AC-T13;;Nitrate as Nmgl-1;1;0.085855554;;mgN/L;NEA
434;WFD reporting;CW;ES;Nitrate as N;mean;Annual;;AC-T19;;Nitrate as Nmgl-1;1;0.04691943;;mgN/L;NEA
435;WFD reporting;CW;ES;Nitrate as N;mean;Annual;;AC-T20;;Nitrate as Nmgl-1;1;0.08543538;;mgN/L;NEA
436;WFD reporting;CW;ES;Nitrate as N;mean;Annual;;AC-T21;;Nitrate as Nmgl-1;1;0.10224234;;mgN/L;MED
437;WFD reporting;CW;ES;Nitrate as N;mean;Annual;;AC-T21;;Nitrate as Nmgl-1;1;0.05112117;;mgN/L;MED
438;WFD reporting;CW;ES;Nitrate as N;mean;Annual;;AC-T23;;Nitrate as Nmgl-1;1;0.0140058;;mgN/L;MED
439;WFD reporting;CW;ES;Nitrate as N;mean;Annual;;AC-T24;;Nitrate as Nmgl-1;1;0.0140058;;mgN/L;MED
440;ECOSTAT questionnaries;TW;LV;Total Inorganic N;mean;January-March;"Grasshoff ""Methods of seawater analysisi""";LVT;;Total Inorganic Nmgl-1;1;0.196;;mgN/L;BAL
441;WFD reporting;TW;LV;Nitrate as N;mean;January-March;;LVT;;Nitrate as Nmgl-1;1;0.196;;mgN/L;BAL
442;WFD reporting;TW;LV;Secchi disk depth;mean;Summer;;LVT;;Secchi disk depthm;1;3;;m;BAL
443;ECOSTAT questionnaries;CW;LV;Total Inorganic N;mean;January-March;"Grasshoff ""Methods of seawater analysisi""";LVA ;;Total Inorganic Nmgl-1;1;0.112;;mgN/L;BAL
444;ECOSTAT questionnaries;CW;LV;Total Inorganic N;mean;January-March;"Grasshoff ""Methods of seawater analysisi""";LVB ;;Total Inorganic Nmgl-1;1;0.112;;mgN/L;BAL
445;ECOSTAT questionnaries;CW;LV;Total Inorganic N;mean;January-March;"Grasshoff ""Methods of seawater analysisi""";LVCDE;;Total Inorganic Nmgl-1;1;0.154;;mgN/L;BAL
446;ECOSTAT questionnaries;CW;LV;Total Inorganic N;mean;January-March;"Grasshoff ""Methods of seawater analysisi""";LVF ;;Total Inorganic Nmgl-1;1;0.154;;mgN/L;BAL
447;WFD reporting;CW;LV;Nitrate as N;mean;January-March;;C1;;Nitrate as Nmgl-1;1;0.112;;mgN/L;BAL
448;WFD reporting;CW;LV;Nitrate as N;mean;January-March;;C2;;Nitrate as Nmgl-1;1;0.112;;mgN/L;BAL
449;WFD reporting;CW;LV;Nitrate as N;mean;January-March;;C3;;Nitrate as Nmgl-1;1;0.154;;mgN/L;BAL
450;WFD reporting;CW;LV;Nitrate as N;mean;January-March;;C4;;Nitrate as Nmgl-1;1;0.154;;mgN/L;BAL
451;WFD reporting;CW;LV;Orthophosphate;mean;January-March;;C1;;Orthophosphateµgl-1;1;18.58512679;;µgP/L;BAL
452;WFD reporting;CW;LV;Orthophosphate;mean;January-March;;C2;;Orthophosphateµgl-1;1;18.58512679;;µgP/L;BAL
453;WFD reporting;CW;LV;Orthophosphate;mean;January-March;;C3;;Orthophosphateµgl-1;1;23.23140849;;µgP/L;BAL
454;WFD reporting;CW;LV;Orthophosphate;mean;January-March;;C4;;Orthophosphateµgl-1;1;23.23140849;;µgP/L;BAL
455;WFD reporting;CW;LV;Secchi disk depth;mean;Summer;;C1;;Secchi disk depthm;1;4.5;;m;BAL
456;WFD reporting;CW;LV;Secchi disk depth;mean;Summer;;C2;;Secchi disk depthm;1;4.5;;m;BAL
457;WFD reporting;CW;LV;Secchi disk depth;mean;Summer;;C3;;Secchi disk depthm;1;4;;m;BAL
458;WFD reporting;CW;LV;Secchi disk depth;mean;Summer;;C4;;Secchi disk depthm;1;4;;m;BAL
459;ECOSTAT questionnaries;CW;NL;Total Inorganic N;mean;winter;;;;Total Inorganic Nmgl-1;1;0.46;;mgN/L;NEA
460;ECOSTAT questionnaries;CW;NO;TP;mean;Summer;;all;;TPµgl-1;1;11.5;16;µgP/L;NEA
461;ECOSTAT questionnaries;CW;NO;TP;mean;Summer;;all;;TPµgl-1;1;11.5;16;µgP/L;NEA
462;ECOSTAT questionnaries;CW;NO;TP;mean;Winter;;all;;TPµgl-1;1;20;25;µgP/L;NEA
463;ECOSTAT questionnaries;CW;NO;TP;mean;Winter;;all;;TPµgl-1;1;20;25;µgP/L;NEA
464;ECOSTAT questionnaries;CW;NO;TN;mean;Summer;;all;;TNmgl-1;1;250;330;mgN/L;NEA
465;ECOSTAT questionnaries;CW;NO;TN;mean;Summer;;all;;TNmgl-1;1;250;330;mgN/L;NEA
466;ECOSTAT questionnaries;CW;NO;TN;mean;Winter;;all;;TNmgl-1;1;291;380;mgN/L;NEA
467;ECOSTAT questionnaries;CW;NO;TN;mean;Winter;;all;;TNmgl-1;1;291;380;mgN/L;NEA
468;ECOSTAT questionnaries;CW;NO;Nitrate as N;mean;Summer;;all;;Nitrate as Nmgl-1;1;12;23;mgN/L;NEA
469;ECOSTAT questionnaries;CW;NO;Nitrate as N;mean;Summer;;all;;Nitrate as Nmgl-1;1;12;23;mgN/L;NEA
470;ECOSTAT questionnaries;CW;NO;Nitrate as N;mean;Winter;;all;;Nitrate as Nmgl-1;1;97;125;mgN/L;NEA
471;ECOSTAT questionnaries;CW;NO;Nitrate as N;mean;Winter;;all;;Nitrate as Nmgl-1;1;97;125;mgN/L;NEA
472;ECOSTAT questionnaries;CW;NO;TP;mean;Summer;;all;;TPµgl-1;1;0;;µgP/L;NEA
473;ECOSTAT questionnaries;CW;NO;TP;mean;Winter;;all;;TPµgl-1;1;0;;µgP/L;NEA
474;ECOSTAT questionnaries;CW;NO;TN;mean;Summer;;all;;TNmgl-1;1;0;;mgN/L;NEA
475;ECOSTAT questionnaries;CW;NO;TN;mean;Winter;;all;;TNmgl-1;1;0;;mgN/L;NEA
476;ECOSTAT questionnaries;CW;NO;Nitrate as N;mean;Summer;;all;;Nitrate as Nmgl-1;1;0;;mgN/L;NEA
477;ECOSTAT questionnaries;CW;NO;Nitrate as N;mean;Winter;;all;;Nitrate as Nmgl-1;1;0;;mgN/L;NEA
478;ECOSTAT questionnaries;TW;PL;TN;mean;June-september;;TWIV;;TNmgl-1;1;0.4;;mgN/L;BAL
479;ECOSTAT questionnaries;TW;PL;TN;mean;June-september;;TWII;;TNmgl-1;1;0.4;;mgN/L;BAL
480;ECOSTAT questionnaries;TW;PL;TN;mean;June-september;;TWV;;TNmgl-1;1;0.4;;mgN/L;BAL
481;ECOSTAT questionnaries;TW;PL;TN;mean;June-september;;TWV;;TNmgl-1;1;0.53;;mgN/L;BAL
482;ECOSTAT questionnaries;TW;PL;TN;mean;June-september;;TWV;;TNmgl-1;1;0.27;;mgN/L;BAL
483;ECOSTAT questionnaries;TW;PL;TN;mean;June-september;;TWI;;TNmgl-1;1;;;mgN/L;BAL
484;ECOSTAT questionnaries;TW;PL;TN;mean;June-september;;TWI;;TNmgl-1;1;;;mgN/L;BAL
485;ECOSTAT questionnaries;TW;PL;TN;mean;June-september;;TWII;;TNmgl-1;1;;;mgN/L;BAL
486;ECOSTAT questionnaries;TW;PL;TN;mean;Annual;;TWIV;;TNmgl-1;1;;;mgN/L;BAL
487;ECOSTAT questionnaries;TW;PL;TN;mean;Annual;;TWII;;TNmgl-1;1;;;mgN/L;BAL
488;ECOSTAT questionnaries;TW;PL;TN;mean;Annual;;TWV;;TNmgl-1;1;;;mgN/L;BAL
489;ECOSTAT questionnaries;TW;PL;TN;mean;Annual;;TWV;;TNmgl-1;1;;;mgN/L;BAL
490;ECOSTAT questionnaries;TW;PL;TN;mean;Annual;;TWV;;TNmgl-1;1;;;mgN/L;BAL
491;ECOSTAT questionnaries;TW;PL;TN;mean;Annual;;TWI;;TNmgl-1;1;0.98;;mgN/L;BAL
492;ECOSTAT questionnaries;TW;PL;TN;mean;Annual;;TWI;;TNmgl-1;1;1.9;;mgN/L;BAL
493;ECOSTAT questionnaries;TW;PL;TN;mean;Annual;;TWII;;TNmgl-1;1;0.3;;mgN/L;BAL
494;ECOSTAT questionnaries;TW;PL;Total Inorganic N;mean;June-september;;TWIV;;Total Inorganic Nmgl-1;1;0.15;;mgN/L;BAL
495;ECOSTAT questionnaries;TW;PL;Total Inorganic N;mean;June-september;;TWII;;Total Inorganic Nmgl-1;1;0.15;;mgN/L;BAL
496;ECOSTAT questionnaries;TW;PL;Total Inorganic N;mean;June-september;;TWV;;Total Inorganic Nmgl-1;1;0.25;;mgN/L;BAL
497;ECOSTAT questionnaries;TW;PL;Total Inorganic N;mean;June-september;;TWV;;Total Inorganic Nmgl-1;1;0.32;;mgN/L;BAL
498;ECOSTAT questionnaries;TW;PL;Total Inorganic N;mean;June-september;;TWV;;Total Inorganic Nmgl-1;1;0.18;;mgN/L;BAL
499;ECOSTAT questionnaries;TW;PL;Total Inorganic N;mean;June-september;;TWI;;Total Inorganic Nmgl-1;1;;;mgN/L;BAL
500;ECOSTAT questionnaries;TW;PL;Total Inorganic N;mean;June-september;;TWI;;Total Inorganic Nmgl-1;1;;;mgN/L;BAL
501;ECOSTAT questionnaries;TW;PL;Total Inorganic N;mean;June-september;;TWII;;Total Inorganic Nmgl-1;1;;;mgN/L;BAL
502;ECOSTAT questionnaries;TW;PL;Total Inorganic N;mean;Annual;;TWIV;;Total Inorganic Nmgl-1;1;;;mgN/L;BAL
503;ECOSTAT questionnaries;TW;PL;Total Inorganic N;mean;Annual;;TWII;;Total Inorganic Nmgl-1;1;;;mgN/L;BAL
504;ECOSTAT questionnaries;TW;PL;Total Inorganic N;mean;Annual;;TWV;;Total Inorganic Nmgl-1;1;;;mgN/L;BAL
505;ECOSTAT questionnaries;TW;PL;Total Inorganic N;mean;Annual;;TWV;;Total Inorganic Nmgl-1;1;;;mgN/L;BAL
506;ECOSTAT questionnaries;TW;PL;Total Inorganic N;mean;Annual;;TWV;;Total Inorganic Nmgl-1;1;;;mgN/L;BAL
507;ECOSTAT questionnaries;TW;PL;Total Inorganic N;mean;Annual;;TWI;;Total Inorganic Nmgl-1;1;0.38;;mgN/L;BAL
508;ECOSTAT questionnaries;TW;PL;Total Inorganic N;mean;Annual;;TWI;;Total Inorganic Nmgl-1;1;1.05;;mgN/L;BAL
509;ECOSTAT questionnaries;TW;PL;Total Inorganic N;mean;Annual;;TWII;;Total Inorganic Nmgl-1;1;0.026;;mgN/L;BAL
510;ECOSTAT questionnaries;TW;PL;Nitrate as N;mean;June-september;;TWIV;;Nitrate as Nmgl-1;1;0.12;;mgN/L;BAL
511;ECOSTAT questionnaries;TW;PL;Nitrate as N;mean;June-september;;TWII;;Nitrate as Nmgl-1;1;0.12;;mgN/L;BAL
512;ECOSTAT questionnaries;TW;PL;Nitrate as N;mean;June-september;;TWV;;Nitrate as Nmgl-1;1;0.17;;mgN/L;BAL
