"","ICcode.TRAC","X","All.obs","GIG","MarineRegion","Cat","physChemCatCW","physChemCatTW","Country","RBD","NatType","physChemQECode","physChemQE","physChemText","Note1_PhysChemText","physChemGMBoundary","SumMetric","Note2_Season","ValueStd","ValueUpStd","UnitUsed","Note3_stdUnits","RangeRep","ReasonRange","SalinityRange","Salinity1","Salinity2","DepthZone","Ver","Ver.r","ICtypology","MetricType","ICType"
"508","inapplicable",15,4898,"BAL","Baltic Sea","CW","YES","NO","FI","Ls","FIVHA2",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","summer","July-August mean",23,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"509","inapplicable",744,11456,"NEA","Greater North Sea","CW","YES","NO","NO","ALL","ALL",NA,NA,"Orthophosphate",NA,NA,"winter",NA,21,NA,"µgP/L",NA,FALSE,NA,"> 18",18.5,NA,"Surf","Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"510","inapplicable",745,11457,"NEA","Greater North Sea","CW","YES","NO","NO","ALL","ALL",NA,NA,"Orthophosphate",NA,NA,"summer",NA,6.5,NA,"µgP/L",NA,FALSE,NA,"< 18",17.5,NA,"Surf","Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"511","inapplicable",422,10597,"NEA","Greater North Sea","CW","YES","NO","DE","all RBD","N2",17,"QE3-1-6-1-5 - Total Nitrogen","TN",NA,"Yes","AA-EQS",NA,0.32,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"512","inapplicable",423,10598,"NEA","Greater North Sea","CW","YES","NO","DE","all RBD","N4",17,"QE3-1-6-1-5 - Total Nitrogen","TN",NA,"Yes","AA-EQS",NA,0.56,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"513","inapplicable",424,10599,"NEA","Greater North Sea","CW","YES","NO","DE","all RBD","N2",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","AA-EQS",NA,31,NA,"ÂµgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg{P}/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"514","inapplicable",425,10600,"NEA","Greater North Sea","CW","YES","NO","DE","all RBD","N4",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","AA-EQS",NA,36,NA,"ÂµgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg{P}/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"515","inapplicable",426,10601,"NEA","Greater North Sea","CW","YES","NO","DE","all RBD","N2",21,"QE3-1-6-4 EEA_3161-05-5 Total inorganic nitrogen","Total Inorganic N","DIN","Yes","winter","WinterA-EQS = Winter average from 1.11. to 28.02.",0.26,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"516","inapplicable",63,5652,"BAL","Baltic Sea","CW","YES","NO","FI","Aai","FIWDA",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","summer","July-August mean",3.7,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"517","inapplicable",428,10611,"NEA","Greater North Sea","CW","YES","NO","DE","all RBD","N5",17,"QE3-1-6-1-5 - Total Nitrogen","TN",NA,"Yes","AA-EQS",NA,0.24,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"518","inapplicable",429,10613,"NEA","Greater North Sea","CW","YES","NO","DE","all RBD","N5",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","AA-EQS",NA,30,NA,"ÂµgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg{P}/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"519","inapplicable",430,10615,"NEA","Greater North Sea","CW","YES","NO","DE","all RBD","N5",21,"QE3-1-6-4 EEA_3161-05-5 Total inorganic nitrogen","Total Inorganic N","DIN","Yes","winter","WinterA-EQS = Winter average from 1.11. to 28.02.",0.19,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"520","inapplicable",795,11507,"BAL","Baltic Sea","TW","NO","YES","LT","LT1100","TWT3",NA,NA,"TN","QE3-1-6-1-5 ",NA,"summer","Summer mean (June-September)",0.67,NA,"mgN/L",NA,FALSE,NA,"2 - 4.0",2,4,"Surf","Ver7e_revised_April 2021","ver3","no match","central tendency seasonal","inapplicable"
"521","inapplicable",68,5657,"BAL","Baltic Sea","CW","YES","NO","FI","Aay","FIWDA",17,"QE3-1-6-1-5 - Total Nitrogen","TN",NA,"Yes","summer","July-August mean",0.312,NA,"mgN/L","We standardised your Value using a factor of 0.001 to convert from units of   ug/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"522","inapplicable",69,5658,"BAL","Baltic Sea","CW","YES","NO","FI","Aai","FIWDA",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","summer","July-August mean",22,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"523","inapplicable",798,11510,"BAL","Baltic Sea","TW","NO","YES","LT","LT1100","TWT1",NA,NA,"TN","QE3-1-6-1-5 ",NA,"summer","Summer mean (June-September)",0.67,NA,"mgN/L",NA,FALSE,NA,"2 - 4.0",2,4,"Surf","Ver7e_revised_April 2021","ver3","no match","central tendency seasonal","inapplicable"
"524","inapplicable",799,11511,"BAL","Baltic Sea","TW","NO","YES","LT","LT1100","TWT1",NA,NA,"TN","QE3-1-6-1-5 ",NA,"summer","Summer mean (June-September)",0.25,NA,"mgN/L",NA,FALSE,NA,"> 4",4.5,NA,"Surf","Ver7e_revised_April 2021","ver3","no match","central tendency seasonal","inapplicable"
"525","inapplicable",72,5797,"BLA","Black Sea","TW","NO","YES","RO","ROTT02","RO1000",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth","Please select reason for range in column ReasonRange","Yes","AA-EQS",NA,0.5,1,"m",NA,TRUE,"subType",NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"526","inapplicable",73,5800,"BLA","Black Sea","TW","NO","YES","RO","ROTT02","RO1000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen","Please select reason for range in column ReasonRange","Yes","AA-EQS",NA,6.2,9,"mg/L",NA,TRUE,"High low",NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"527","inapplicable",74,5802,"BLA","Black Sea","TW","NO","YES","RO","ROTT02","RO1000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","AA-EQS",NA,0.339,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg{NO3}/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"528","inapplicable",75,5805,"BLA","Black Sea","TW","NO","YES","RO","ROTT03","RO1000",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth","Please select reason for range in column ReasonRange","Yes","AA-EQS",NA,2.3,3,"m",NA,TRUE,"subType",NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"529","inapplicable",76,5808,"BLA","Black Sea","TW","NO","YES","RO","ROTT03","RO1000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen","Please select reason for range in column ReasonRange","Yes","AA-EQS",NA,6.2,9,"mg/L",NA,TRUE,"High low",NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"530","inapplicable",77,5810,"BLA","Black Sea","TW","NO","YES","RO","ROTT03","RO1000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","AA-EQS",NA,0.339,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg{NO3}/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"531","inapplicable",78,5813,"BLA","Black Sea","CW","YES","NO","RO","ROCT01","RO1000",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","AA-EQS",NA,5.6,7.5,"m",NA,TRUE,"subType",NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"532","inapplicable",79,5816,"BLA","Black Sea","CW","YES","NO","RO","ROCT01","RO1000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen","Please select reason for range in column ReasonRange","Yes","AA-EQS",NA,6.2,9,"mg/L",NA,TRUE,"High low",NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"533","inapplicable",80,5817,"BLA","Black Sea","CW","YES","NO","RO","ROCT01","RO1000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate","Please select reason for range in column ReasonRange","Yes","AA-EQS",NA,6.195,9.293,"ÂµgP/L","We standardised your Value using a factor of 30.97521132 to convert from units of   umol{PO4-P}/L",TRUE,"subType",NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"534","inapplicable",81,5818,"BLA","Black Sea","CW","YES","NO","RO","ROCT01","RO1000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","AA-EQS",NA,0.339,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"535","inapplicable",567,11276,"MED","Western Mediterranean Sea","CW","YES","NO","ES","AC-T06","ALL",NA,NA,"Ammonium N","Amonio",NA,"AA-EQS",NA,0.064,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,"Near zone, from 0 to 200 m from the coast","Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"536","inapplicable",568,11277,"MED","Western Mediterranean Sea","CW","YES","NO","ES","AC-T06","ALL",NA,NA,"Ammonium N","Amonio",NA,"AA-EQS",NA,0.032,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,"Medium zone, more than 200 m from the coast","Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"537","inapplicable",569,11278,"MED","Western Mediterranean Sea","CW","YES","NO","ES","AC-T06","ALL",NA,NA,"Nitrite as N","Nitritos",NA,"AA-EQS",NA,0.013,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,"Near zone, from 0 to 200 m from the coast","Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"538","inapplicable",570,11279,"MED","Western Mediterranean Sea","CW","YES","NO","ES","AC-T06","ALL",NA,NA,"Nitrite as N","Nitritos",NA,"AA-EQS",NA,0.006,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,"Medium zone, more than 200 m from the coast","Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"539","inapplicable",86,6011,"BLA","Black Sea","TW","NO","YES","RO","ROTT02","RO1000",5,"QE3-1-3-1 - Oxygen saturation (%)","% oxygen saturation",NA,"Yes","AA-EQS",NA,80,100,"PC02",NA,TRUE,"High low",NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"540","inapplicable",87,6012,"BLA","Black Sea","TW","NO","YES","RO","ROTT03","RO1000",5,"QE3-1-3-1 - Oxygen saturation (%)","% oxygen saturation","Bottom Dissolved oxygen","Yes","AA-EQS",NA,60,80,"PC02",NA,TRUE,"High low",NA,NA,NA,"Bottom","Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"541","inapplicable",209,7303,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A-T-P/P","PTRH9",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"No","95th percentile",NA,0.452,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg{NO3}/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"542","inapplicable",210,7304,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A-T-P/P","PTRH9",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"No","95th percentile",NA,70,NA,"ÂµgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg{P}/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"543","inapplicable",575,11284,"MED","Western Mediterranean Sea","CW","YES","NO","ES","AC-T10","ALL",NA,NA,"Ammonium N","Amonio",NA,"AA-EQS",NA,0.054,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"544","inapplicable",576,11285,"MED","Western Mediterranean Sea","CW","YES","NO","ES","AC-T10","ALL",NA,NA,"Nitrite as N","Nitritos",NA,"AA-EQS",NA,0.012,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"545","inapplicable",577,11286,"MED","Western Mediterranean Sea","CW","YES","NO","ES","AC-T10","ALL",NA,NA,"Nitrite as N","Nitratos",NA,"AA-EQS",NA,0.108,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"546","inapplicable",578,11287,"MED","Western Mediterranean Sea","CW","YES","NO","ES","AC-T10","ALL",NA,NA,"Orthophosphate","Fosfatos",NA,"AA-EQS",NA,16.421,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"547","inapplicable",94,6554,"BAL","Baltic Sea","CW","YES","NO","EE","V","EE1",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth","Please select reason for range in column ReasonRange","Yes","summer","Annual average of sampling period from june to september",5.7,6.5,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"548","inapplicable",95,6558,"BAL","Baltic Sea","CW","YES","NO","EE","V","EE1",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","Median",NA,NA,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"549","inapplicable",96,6564,"BAL","Baltic Sea","CW","YES","NO","EE","V","EE1",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","AA-EQS",NA,NA,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"550","inapplicable",97,6569,"BAL","Baltic Sea","CW","YES","NO","EE","V","EE1",17,"QE3-1-6-1-5 - Total Nitrogen","TN","Please select reason for range in column ReasonRange","Yes","summer","Annual average of sampling period from june to september",0.24,6,"mgN/L",NA,FALSE,NA,NA,NA,NA,"Other","Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"551","inapplicable",98,6570,"BAL","Baltic Sea","CW","YES","NO","EE","V","EE1",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","AA-EQS",NA,NA,NA,"ÂµgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg{P}/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"552","inapplicable",99,6571,"BAL","Baltic Sea","CW","YES","NO","EE","V","EE1",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","summer",NA,7,100,"ÂµgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg{P}/L",FALSE,NA,NA,NA,NA,"Other","Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"553","inapplicable",828,11540,"BAL","Baltic Sea","TW","NO","YES","PL","TWI","PL6000",NA,NA,"Nitrate as N",NA,NA,"AA-EQS",NA,0.9,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"554","inapplicable",829,11541,"BAL","Baltic Sea","TW","NO","YES","PL","TWI","PL6000",NA,NA,"TN",NA,NA,"AA-EQS",NA,1.9,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"555","inapplicable",830,11542,"BAL","Baltic Sea","TW","NO","YES","PL","TWI","PL6000",NA,NA,"Orthophosphate",NA,NA,"AA-EQS",NA,90,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"556","inapplicable",831,11543,"BAL","Baltic Sea","TW","NO","YES","PL","TWI","PL6000",NA,NA,"TP",NA,NA,"AA-EQS",NA,150,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"557","inapplicable",832,11544,"BAL","Baltic Sea","TW","NO","YES","PL","TWI","PL6000",NA,NA,"Total Inorganic N",NA,NA,"AA-EQS",NA,1.05,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"558","inapplicable",833,11545,"BAL","Baltic Sea","TW","NO","YES","PL","TWII","PL2000",NA,NA,"Secchi disk depth",NA,NA,"AA-EQS",NA,1.5,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"559","inapplicable",834,11546,"BAL","Baltic Sea","TW","NO","YES","PL","TWII","PL2000",NA,NA,"Dissolved oxygen",NA,NA,"summer minimum",NA,4.2,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,"Bottom","Ver7e_revised","ver3","no match","quantile seasonal","inapplicable"
"560","inapplicable",835,11547,"BAL","Baltic Sea","TW","NO","YES","PL","TWII","PL2000",NA,NA,"TOC",NA,NA,"summer","summer average",10,NA,"mgC/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"561","inapplicable",836,11548,"BAL","Baltic Sea","TW","NO","YES","PL","TWII","PL2000",NA,NA,"% oxygen saturation",NA,NA,"maximum",NA,80,120,"PC02",NA,TRUE,"High low",NA,NA,NA,"surf","Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"562","inapplicable",837,11549,"BAL","Baltic Sea","TW","NO","YES","PL","TWII","PL2000",NA,NA,"pH",NA,NA,"AA-EQS",NA,8,8.8,"pH",NA,TRUE,"High low",NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"563","inapplicable",838,11550,"BAL","Baltic Sea","TW","NO","YES","PL","TWII","PL2000",NA,NA,"Nitrate as N",NA,NA,"AA-EQS",NA,0.011,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"564","inapplicable",839,11551,"BAL","Baltic Sea","TW","NO","YES","PL","TWII","PL2000",NA,NA,"TN",NA,NA,"AA-EQS",NA,0.3,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"565","inapplicable",840,11552,"BAL","Baltic Sea","TW","NO","YES","PL","TWII","PL2000",NA,NA,"Orthophosphate",NA,NA,"AA-EQS",NA,3,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"566","inapplicable",841,11553,"BAL","Baltic Sea","TW","NO","YES","PL","TWII","PL2000",NA,NA,"TP",NA,NA,"AA-EQS",NA,30,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"567","inapplicable",842,11554,"BAL","Baltic Sea","TW","NO","YES","PL","TWII","PL2000",NA,NA,"Total Inorganic N",NA,NA,"AA-EQS",NA,0.026,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"568","inapplicable",843,11555,"BAL","Baltic Sea","TW","NO","YES","PL","TWIV","PL2000",NA,NA,"Secchi disk depth",NA,NA,"AA-EQS",NA,3.6,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"569","inapplicable",844,11556,"BAL","Baltic Sea","TW","NO","YES","PL","TWIV","PL2000",NA,NA,"Dissolved oxygen",NA,NA,"summer minimum",NA,4.2,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,"Bottom","Ver7e_revised","ver3","no match","quantile seasonal","inapplicable"
"570","inapplicable",845,11557,"BAL","Baltic Sea","TW","NO","YES","PL","TWIV","PL2000",NA,NA,"TOC",NA,NA,"summer","summer average",10,NA,"mgC/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"571","inapplicable",846,11558,"BAL","Baltic Sea","TW","NO","YES","PL","TWIV","PL2000",NA,NA,"% oxygen saturation",NA,NA,"maximum",NA,80,120,"PC02",NA,TRUE,"High low",NA,NA,NA,"surf","Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"572","inapplicable",847,11559,"BAL","Baltic Sea","TW","NO","YES","PL","TWIV","PL2000",NA,NA,"pH",NA,NA,"AA-EQS",NA,8,8.8,"pH",NA,TRUE,"High low",NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"573","inapplicable",848,11560,"BAL","Baltic Sea","TW","NO","YES","PL","TWIV","PL2000",NA,NA,"Nitrate as N",NA,NA,"AA-EQS",NA,0.12,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"574","inapplicable",849,11561,"BAL","Baltic Sea","TW","NO","YES","PL","TWIV","PL2000",NA,NA,"TN",NA,NA,"AA-EQS",NA,0.4,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"575","inapplicable",850,11562,"BAL","Baltic Sea","TW","NO","YES","PL","TWIV","PL2000",NA,NA,"Orthophosphate",NA,NA,"AA-EQS",NA,18,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"576","inapplicable",851,11563,"BAL","Baltic Sea","TW","NO","YES","PL","TWIV","PL2000",NA,NA,"TP",NA,NA,"AA-EQS",NA,35,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"577","inapplicable",852,11564,"BAL","Baltic Sea","TW","NO","YES","PL","TWIV","PL2000",NA,NA,"Total Inorganic N",NA,NA,"AA-EQS",NA,0.15,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"578","inapplicable",853,11565,"BAL","Baltic Sea","TW","NO","YES","PL","TWV","PL2000",NA,NA,"Secchi disk depth",NA,NA,"AA-EQS",NA,2.8,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"579","inapplicable",854,11566,"BAL","Baltic Sea","TW","NO","YES","PL","TWV","PL2000",NA,NA,"Dissolved oxygen",NA,NA,"summer minimum",NA,4.2,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,"Bottom","Ver7e_revised","ver3","no match","quantile seasonal","inapplicable"
"580","inapplicable",855,11567,"BAL","Baltic Sea","TW","NO","YES","PL","TWV","PL2000",NA,NA,"TOC",NA,NA,"summer","summer average",10,NA,"mgC/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"581","inapplicable",856,11568,"BAL","Baltic Sea","TW","NO","YES","PL","TWV","PL2000",NA,NA,"% oxygen saturation",NA,NA,"maximum",NA,80,120,"PC02",NA,TRUE,"High low",NA,NA,NA,"surf","Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"582","inapplicable",857,11569,"BAL","Baltic Sea","TW","NO","YES","PL","TWV","PL2000",NA,NA,"pH",NA,NA,"AA-EQS",NA,8,8.8,"pH",NA,TRUE,"High low",NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"583","inapplicable",858,11570,"BAL","Baltic Sea","TW","NO","YES","PL","TWV","PL2000",NA,NA,"Nitrate as N",NA,NA,"AA-EQS",NA,0.17,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"584","inapplicable",859,11571,"BAL","Baltic Sea","TW","NO","YES","PL","TWV","PL2000",NA,NA,"TN",NA,NA,"AA-EQS",NA,0.4,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"585","inapplicable",860,11572,"BAL","Baltic Sea","TW","NO","YES","PL","TWV","PL2000",NA,NA,"Orthophosphate",NA,NA,"AA-EQS",NA,35,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"586","inapplicable",861,11573,"BAL","Baltic Sea","TW","NO","YES","PL","TWV","PL2000",NA,NA,"TP",NA,NA,"AA-EQS",NA,45,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"587","inapplicable",862,11574,"BAL","Baltic Sea","TW","NO","YES","PL","TWV","PL2000",NA,NA,"Total Inorganic N",NA,NA,"AA-EQS",NA,0.225,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"588","inapplicable",620,11329,"NEA","Bay of Biscay and Iberian coast","CW","YES","NO","ES","AMP-T02","ALL",NA,NA,"ICO","Sediment organic quality index (ICO=NTK+PT+COT)",NA,"AA-EQS",NA,6,NA,"-",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"589","inapplicable",621,11330,"NEA","Bay of Biscay and Iberian coast","CW","YES","NO","ES","AMP-T03","ALL",NA,NA,"Turbidity","Turbidity",NA,"AA-EQS",NA,12,NA,"NTU",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"590","inapplicable",622,11331,"NEA","Bay of Biscay and Iberian coast","CW","YES","NO","ES","AMP-T03","ALL",NA,NA,"% oxygen saturation","% oxygen saturation",NA,"AA-EQS",NA,30,NA,"PC02",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"591","inapplicable",623,11332,"NEA","Bay of Biscay and Iberian coast","CW","YES","NO","ES","AMP-T03","ALL",NA,NA,"THC","Total hydrocarbons in surface (mg/L)",NA,"AA-EQS",NA,1,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
